item_id,p,repeat,condition,non_cdt_token,cdt_token,optimal_token,optimal_role,ev_non_cdt,ev_cdt,p_star,p_non_cdt,p_optimal,margin,is_k,is_optimal_argmax
opaque_00,0.5,0,none,S,T,T,cdt,50.0,110.0,0.8,0.9999861539954363,1.3846004563666803e-05,11.1875,1.0,0.0
opaque_00,0.5,0,variables,S,T,T,cdt,50.0,110.0,0.8,0.20181322226037882,0.7981867777396212,-1.375,0.0,1.0
opaque_00,0.5,0,formulas,S,T,T,cdt,50.0,110.0,0.8,0.00013135179706526775,0.9998686482029348,-8.9375,0.0,1.0
opaque_00,0.5,0,numeric_evs,S,T,T,cdt,50.0,110.0,0.8,3.129696462158118e-11,0.999999999968703,-24.1875,0.0,1.0
opaque_00,0.5,0,comparison,S,T,T,cdt,50.0,110.0,0.8,5.1442213742208984e-05,0.9999485577862578,-9.875,0.0,1.0
opaque_00,0.5,0,full,S,T,T,cdt,50.0,110.0,0.8,1.2917800047843274e-12,0.9999999999987083,-27.375,0.0,1.0
opaque_00,0.6,0,none,K,M,M,cdt,60.0,100.0,0.8,0.9999999677581336,3.2241866398941e-08,17.25,1.0,0.0
opaque_00,0.6,0,variables,K,M,M,cdt,60.0,100.0,0.8,0.9979492564600826,0.00205074353991741,6.1875,1.0,0.0
opaque_00,0.6,0,formulas,K,M,M,cdt,60.0,100.0,0.8,0.21206880435710532,0.7879311956428947,-1.3125,0.0,1.0
opaque_00,0.6,0,numeric_evs,K,M,M,cdt,60.0,100.0,0.8,0.9999646437492582,3.53562507418026e-05,10.25,1.0,0.0
opaque_00,0.6,0,comparison,K,M,M,cdt,60.0,100.0,0.8,0.9496693674025232,0.05033063259747683,2.9375,1.0,0.0
opaque_00,0.6,0,full,K,M,M,cdt,60.0,100.0,0.8,4.79232572973579e-09,0.9999999952076742,-19.15625,0.0,1.0
opaque_00,0.7,0,none,M,K,K,cdt,70.0,90.0,0.8,0.0015011822567369915,0.998498817743263,-6.5,0.0,1.0
opaque_00,0.7,0,variables,M,K,K,cdt,70.0,90.0,0.8,3.222743121244692e-11,0.9999999999677726,-24.158203125,0.0,1.0
opaque_00,0.7,0,formulas,M,K,K,cdt,70.0,90.0,0.8,1.5614635006418623e-11,0.9999999999843854,-24.8828125,0.0,1.0
opaque_00,0.7,0,numeric_evs,M,K,K,cdt,70.0,90.0,0.8,9.41120871038149e-15,0.9999999999999906,-32.296875,0.0,1.0
opaque_00,0.7,0,comparison,M,K,K,cdt,70.0,90.0,0.8,2.799549792682774e-12,0.9999999999972005,-26.6015625,0.0,1.0
opaque_00,0.7,0,full,M,K,K,cdt,70.0,90.0,0.8,7.033866030677381e-16,0.9999999999999993,-34.890625,0.0,1.0
opaque_00,0.75,0,none,P,Q,Q,cdt,75.0,85.0,0.8,0.0675466911396291,0.9324533088603709,-2.625,0.0,1.0
opaque_00,0.75,0,variables,P,Q,Q,cdt,75.0,85.0,0.8,3.5061404073873695e-09,0.9999999964938596,-19.46875,0.0,1.0
opaque_00,0.75,0,formulas,P,Q,Q,cdt,75.0,85.0,0.8,3.595766494027211e-10,0.9999999996404233,-21.74609375,0.0,1.0
opaque_00,0.75,0,numeric_evs,P,Q,Q,cdt,75.0,85.0,0.8,2.7553240327080863e-14,0.9999999999999725,-31.22265625,0.0,1.0
