condition,p,p_non_cdt_mean,p_optimal_mean,margin_mean,k_rate_argmax,optimal_rate_argmax,n
none,0.5,0.47346613742516636,0.5265338625748336,1.3072916666666667,0.5,0.5,12
none,0.6,0.6183927537908728,0.3816072462091273,4.380208333333333,0.5833333333333334,0.4166666666666667,12
none,0.7,0.4095712463917253,0.5904287536082746,-0.7942708333333334,0.4166666666666667,0.5833333333333334,12
none,0.75,0.5286550801477454,0.4713449198522546,1.6666666666666667,0.5,0.5,12
none,0.8,0.5057133059619404,,3.1979166666666665,0.5,,12
none,0.85,0.43133694601298206,0.43133694601298206,1.046875,0.4166666666666667,0.4166666666666667,12
none,0.9,0.42659299736953654,0.42659299736953654,0.3645833333333333,0.5,0.5,12
none,0.99,0.5496424524004154,0.5496424524004154,0.6875,0.5833333333333334,0.5833333333333334,12
variables,0.5,0.28923378723981563,0.7107662127601845,-6.1171875,0.3333333333333333,0.6666666666666666,12
variables,0.6,0.3484364532467807,0.6515635467532194,-3.453125,0.3333333333333333,0.6666666666666666,12
variables,0.7,0.225826945167142,0.774173054832858,-8.727864583333334,0.25,0.75,12
variables,0.75,0.25314844003638476,0.7468515599636153,-7.528645833333333,0.25,0.75,12
variables,0.8,0.16685014852412686,,-7.9765625,0.16666666666666666,,12
variables,0.85,0.17910589731598556,0.17910589731598556,-7.674479166666667,0.16666666666666666,0.16666666666666666,12
variables,0.9,0.14645670306809777,0.14645670306809777,-8.479166666666666,0.16666666666666666,0.16666666666666666,12
variables,0.99,0.17378261040442058,0.17378261040442058,-10.653645833333334,0.16666666666666666,0.16666666666666666,12
formulas,0.5,0.07566494476416716,0.9243350552358328,-13.879557291666666,0.08333333333333333,0.9166666666666666,12
formulas,0.6,0.10495997087795349,0.8950400291220465,-12.10546875,0.08333333333333333,0.9166666666666666,12
formulas,0.7,0.07341480900102364,0.9265851909989763,-15.5579833984375,0.08333333333333333,0.9166666666666666,12
formulas,0.75,0.07982412266942875,0.9201758773305713,-14.360677083333334,0.08333333333333333,0.9166666666666666,12
formulas,0.8,0.14984779833861261,,-14.169921875,0.16666666666666666,,12
formulas,0.85,0.17568411870359776,0.17568411870359776,-11.800130208333334,0.16666666666666666,0.16666666666666666,12
formulas,0.9,0.04685207582114768,0.04685207582114768,-14.89697265625,0.08333333333333333,0.08333333333333333,12
formulas,0.99,0.0015824915668815936,0.0015824915668815936,-16.371663411458332,0.0,0.0,12
numeric_evs,0.5,1.528617199705477e-06,0.9999984713828004,-21.936848958333332,0.0,1.0,12
numeric_evs,0.6,0.371498401398338,0.628501598601662,-4.4140625,0.4166666666666667,0.5833333333333334,12
numeric_evs,0.7,7.917747470210992e-08,0.9999999208225252,-24.8388671875,0.0,1.0,12
numeric_evs,0.75,1.5904371953935844e-08,0.999999984095628,-23.648600260416668,0.0,1.0,12
numeric_evs,0.8,0.14203487592201158,,-8.802083333333334,0.16666666666666666,,12
numeric_evs,0.85,0.3733661537925508,0.3733661537925508,-2.1484375,0.4166666666666667,0.4166666666666667,12
numeric_evs,0.9,0.31573090206893445,0.31573090206893445,-4.078125,0.3333333333333333,0.3333333333333333,12
numeric_evs,0.99,5.075657107828525e-07,5.075657107828525e-07,-19.874491373697918,0.0,0.0,12
comparison,0.5,0.07702262545948584,0.9229773745405141,-16.1025390625,0.08333333333333333,0.9166666666666666,12
comparison,0.6,0.1666725551235946,0.8333274448764055,-13.683919270833334,0.16666666666666666,0.8333333333333334,12
comparison,0.7,0.0762426118771259,0.923757388122874,-17.867431640625,0.08333333333333333,0.9166666666666666,12
comparison,0.75,0.08321877116562458,0.9167812288343754,-16.521809895833332,0.08333333333333333,0.9166666666666666,12
comparison,0.8,0.16766828694889505,,-8.0625,0.16666666666666666,,12
comparison,0.85,0.6665656064608593,0.6665656064608593,6.539713541666667,0.6666666666666666,0.6666666666666666,12
comparison,0.9,0.9557104171007751,0.9557104171007751,9.516927083333334,1.0,1.0,12
comparison,0.99,0.5852286332047313,0.5852286332047313,3.2057291666666665,0.5833333333333334,0.5833333333333334,12
full,0.5,6.77269133335541e-11,0.999999999932273,-27.294596354166668,0.0,1.0,12
full,0.6,2.044894590004559e-05,0.9999795510541,-23.1259765625,0.0,1.0,12
full,0.7,5.174358096171506e-11,0.9999999999482564,-29.197774251302082,0.0,1.0,12
full,0.75,4.0973417987615313e-11,0.9999999999590264,-28.23370361328125,0.0,1.0,12
full,0.8,0.08484194546719605,,-10.130208333333334,0.08333333333333333,,12
full,0.85,0.6663886509356176,0.6663886509356176,4.223958333333333,0.6666666666666666,0.6666666666666666,12
full,0.9,0.7785571402955497,0.7785571402955497,7.986979166666667,0.8333333333333334,0.8333333333333334,12
full,0.99,0.14628660512582561,0.14628660512582561,-10.932291666666666,0.16666666666666666,0.16666666666666666,12
