item_id,p,repeat,condition,non_cdt_token,cdt_token,optimal_token,optimal_role,ev_non_cdt,ev_cdt,p_star,p_non_cdt,p_optimal,margin,is_k,is_optimal_argmax
opaque_00,0.5,0,none,S,T,T,cdt,50.0,110.0,0.8,0.9964481154509656,0.003551884549034434,5.63671875,1.0,0.0
opaque_00,0.5,0,full,S,T,T,cdt,50.0,110.0,0.8,4.936988949458182e-06,0.9999950630110506,-12.21875,0.0,1.0
opaque_00,0.8,0,none,V,U,tie,tie,80.0,80.0,0.8,0.9991440993632549,,7.0625,1.0,
opaque_00,0.8,0,full,V,U,tie,tie,80.0,80.0,0.8,0.07585818002124356,,-2.5,0.0,
opaque_00,0.99,0,none,T,S,T,non_cdt,99.0,61.0,0.8,0.9922218855923075,0.9922218855923075,4.8486328125,1.0,1.0
opaque_00,0.99,0,full,T,S,T,non_cdt,99.0,61.0,0.8,0.9984632729386814,0.9984632729386814,6.4765625,1.0,1.0
opaque_01,0.5,0,none,L,J,J,cdt,50.0,110.0,0.8,5.594337713435001e-06,0.9999944056622866,-12.09375,0.0,1.0
opaque_01,0.5,0,full,L,J,J,cdt,50.0,110.0,0.8,7.433680672296929e-12,0.9999999999925663,-25.625,0.0,1.0
opaque_01,0.8,0,none,Q,P,tie,tie,80.0,80.0,0.8,0.999999086745198,,13.90625,1.0,
opaque_01,0.8,0,full,Q,P,tie,tie,80.0,80.0,0.8,0.9991959140643708,,7.125,1.0,
opaque_01,0.99,0,none,T,S,T,non_cdt,99.0,61.0,0.8,0.9252299570920387,0.9252299570920387,2.515625,1.0,1.0
opaque_01,0.99,0,full,T,S,T,non_cdt,99.0,61.0,0.8,0.9717790128704671,0.9717790128704671,3.5390625,1.0,1.0
