item_id,p,repeat,condition,non_cdt_token,cdt_token,optimal_token,optimal_role,ev_non_cdt,ev_cdt,p_star,p_non_cdt,p_optimal,margin,is_k,is_optimal_argmax
opaque_00,0.5,0,none,S,T,T,cdt,50.0,110.0,0.8,0.000519304864494927,0.9994806951355051,-7.5625,0.0,1.0
opaque_00,0.5,0,variables,S,T,T,cdt,50.0,110.0,0.8,0.00021995337243206476,0.9997800466275679,-8.421875,0.0,1.0
opaque_00,0.5,0,formulas,S,T,T,cdt,50.0,110.0,0.8,0.00018235460794662427,0.9998176453920534,-8.609375,0.0,1.0
opaque_00,0.5,0,numeric_evs,S,T,T,cdt,50.0,110.0,0.8,0.00016865275398914432,0.9998313472460109,-8.6875,0.0,1.0
opaque_00,0.5,0,comparison,S,T,T,cdt,50.0,110.0,0.8,0.00015598027633743824,0.9998440197236625,-8.765625,0.0,1.0
opaque_00,0.5,0,full,S,T,T,cdt,50.0,110.0,0.8,4.006369222920725e-05,0.9999599363077708,-10.125,0.0,1.0
opaque_00,0.6,0,none,K,M,M,cdt,60.0,100.0,0.8,0.9284088005554476,0.07159119944455239,2.5625,1.0,0.0
opaque_00,0.6,0,variables,K,M,M,cdt,60.0,100.0,0.8,0.9196425311777929,0.08035746882220707,2.4375,1.0,0.0
opaque_00,0.6,0,formulas,K,M,M,cdt,60.0,100.0,0.8,0.8558511469672594,0.1441488530327406,1.78125,1.0,0.0
opaque_00,0.6,0,numeric_evs,K,M,M,cdt,60.0,100.0,0.8,0.8397339676722393,0.1602660323277607,1.65625,1.0,0.0
opaque_00,0.6,0,comparison,K,M,M,cdt,60.0,100.0,0.8,0.8175744761936437,0.18242552380635635,1.5,1.0,0.0
opaque_00,0.6,0,full,K,M,M,cdt,60.0,100.0,0.8,0.7772998611746911,0.22270013882530892,1.25,1.0,0.0
opaque_00,0.7,0,none,M,K,K,cdt,70.0,90.0,0.8,1.1159276397500562e-11,0.9999999999888407,-25.21875,0.0,1.0
opaque_00,0.7,0,variables,M,K,K,cdt,70.0,90.0,0.8,6.560200168110742e-12,0.9999999999934398,-25.75,0.0,1.0
opaque_00,0.7,0,formulas,M,K,K,cdt,70.0,90.0,0.8,2.940077739198032e-11,0.9999999999705992,-24.25,0.0,1.0
opaque_00,0.7,0,numeric_evs,M,K,K,cdt,70.0,90.0,0.8,4.799544972016657e-12,0.9999999999952005,-26.0625,0.0,1.0
opaque_00,0.7,0,comparison,M,K,K,cdt,70.0,90.0,0.8,9.251365071368896e-12,0.9999999999907486,-25.40625,0.0,1.0
opaque_00,0.7,0,full,M,K,K,cdt,70.0,90.0,0.8,1.839853636204788e-11,0.9999999999816015,-24.71875,0.0,1.0
opaque_00,0.75,0,none,P,Q,Q,cdt,75.0,85.0,0.8,1.801015963354078e-10,0.9999999998198984,-22.4375,0.0,1.0
opaque_00,0.75,0,variables,P,Q,Q,cdt,75.0,85.0,0.8,3.033405824949605e-11,0.9999999999696659,-24.21875,0.0,1.0
opaque_00,0.75,0,formulas,P,Q,Q,cdt,75.0,85.0,0.8,6.032647824345528e-11,0.9999999999396735,-23.53125,0.0,1.0
opaque_00,0.75,0,numeric_evs,P,Q,Q,cdt,75.0,85.0,0.8,2.5147817561543025e-11,0.9999999999748522,-24.40625,0.0,1.0
opaque_00,0.75,0,comparison,P,Q,Q,cdt,75.0,85.0,0.8,7.74607313625294e-11,0.9999999999225393,-23.28125,0.0,1.0
opaque_00,0.75,0,full,P,Q,Q,cdt,75.0,85.0,0.8,5.3237930194063644e-11,0.999999999946762,-23.65625,0.0,1.0
opaque_00,0.8,0,none,V,U,tie,tie,80.0,80.0,0.8,5.594337713435001e-06,,-12.09375,0.0,
opaque_00,0.8,0,variables,V,U,tie,tie,80.0,80.0,0.8,4.3568799834673755e-06,,-12.34375,0.0,
opaque_00,0.8,0,formulas,V,U,tie,tie,80.0,80.0,0.8,4.495181578513687e-06,,-12.3125,0.0,
opaque_00,0.8,0,numeric_evs,V,U,tie,tie,80.0,80.0,0.8,1.0783312222985274e-05,,-11.4375,0.0,
opaque_00,0.8,0,comparison,V,U,tie,tie,80.0,80.0,0.8,8.139692624947503e-06,,-11.71875,0.0,
opaque_00,0.8,0,full,V,U,tie,tie,80.0,80.0,0.8,2.58674310813544e-05,,-10.5625,0.0,
opaque_00,0.85,0,none,V,U,V,non_cdt,85.0,75.0,0.8,1.6187581436151334e-05,1.6187581436151334e-05,-11.03125,0.0,0.0
opaque_00,0.85,0,variables,V,U,V,non_cdt,85.0,75.0,0.8,2.4300240743279598e-05,2.4300240743279598e-05,-10.625,0.0,0.0
opaque_00,0.85,0,formulas,V,U,V,non_cdt,85.0,75.0,0.8,2.01456908529364e-05,2.01456908529364e-05,-10.8125,0.0,0.0
opaque_00,0.85,0,numeric_evs,V,U,V,non_cdt,85.0,75.0,0.8,2.01456908529364e-05,2.01456908529364e-05,-10.8125,0.0,0.0
opaque_00,0.85,0,comparison,V,U,V,non_cdt,85.0,75.0,0.8,4.2647468185579125e-05,4.2647468185579125e-05,-10.0625,0.0,0.0
opaque_00,0.85,0,full,V,U,V,non_cdt,85.0,75.0,0.8,2.58674310813544e-05,2.58674310813544e-05,-10.5625,0.0,0.0
opaque_00,0.9,0,none,B,A,B,non_cdt,90.0,70.0,0.8,0.005911068856243796,0.005911068856243796,-5.125,0.0,0.0
opaque_00,0.9,0,variables,B,A,B,non_cdt,90.0,70.0,0.8,0.0005976693711028652,0.0005976693711028652,-7.421875,0.0,0.0
opaque_00,0.9,0,formulas,B,A,B,non_cdt,90.0,70.0,0.8,0.0005614787461400804,0.0005614787461400804,-7.484375,0.0,0.0
opaque_00,0.9,0,numeric_evs,B,A,B,non_cdt,90.0,70.0,0.8,0.0008559006367452269,0.0008559006367452269,-7.0625,0.0,0.0
opaque_00,0.9,0,comparison,B,A,B,non_cdt,90.0,70.0,0.8,0.000646203290719727,0.000646203290719727,-7.34375,0.0,0.0
opaque_00,0.9,0,full,B,A,B,non_cdt,90.0,70.0,0.8,0.000646203290719727,0.000646203290719727,-7.34375,0.0,0.0
opaque_00,0.99,0,none,T,S,T,non_cdt,99.0,61.0,0.8,0.0013777325890227494,0.0013777325890227494,-6.5859375,0.0,0.0
opaque_00,0.99,0,variables,T,S,T,non_cdt,99.0,61.0,0.8,0.0013045066466158166,0.0013045066466158166,-6.640625,0.0,0.0
opaque_00,0.99,0,formulas,T,S,T,non_cdt,99.0,61.0,0.8,0.00020027376671813928,0.00020027376671813928,-8.515625,0.0,0.0
opaque_00,0.99,0,numeric_evs,T,S,T,non_cdt,99.0,61.0,0.8,0.0003740956047302422,0.0003740956047302422,-7.890625,0.0,0.0
opaque_00,0.99,0,comparison,T,S,T,non_cdt,99.0,61.0,0.8,0.0007096703991005882,0.0007096703991005882,-7.25,0.0,0.0
opaque_00,0.99,0,full,T,S,T,non_cdt,99.0,61.0,0.8,0.00013982207564732912,0.00013982207564732912,-8.875,0.0,0.0
opaque_01,0.5,0,none,L,J,J,cdt,50.0,110.0,0.8,3.129696462158118e-11,0.999999999968703,-24.1875,0.0,1.0
opaque_01,0.5,0,variables,L,J,J,cdt,50.0,110.0,0.8,4.1461741724725817e-11,0.9999999999585383,-23.90625,0.0,1.0
opaque_01,0.5,0,formulas,L,J,J,cdt,50.0,110.0,0.8,2.92333746088454e-10,0.9999999997076663,-21.953125,0.0,1.0
opaque_01,0.5,0,numeric_evs,L,J,J,cdt,50.0,110.0,0.8,3.5464107046484124e-11,0.9999999999645359,-24.0625,0.0,1.0
opaque_01,0.5,0,comparison,L,J,J,cdt,50.0,110.0,0.8,2.57983625452874e-10,0.9999999997420164,-22.078125,0.0,1.0
opaque_01,0.5,0,full,L,J,J,cdt,50.0,110.0,0.8,3.111876528599926e-10,0.9999999996888124,-21.890625,0.0,1.0
opaque_01,0.6,0,none,G,H,H,cdt,60.0,100.0,0.8,0.013532148655407106,0.9864678513445929,-4.2890625,0.0,1.0
opaque_01,0.6,0,variables,G,H,H,cdt,60.0,100.0,0.8,0.007577241267860811,0.9924227587321391,-4.875,0.0,1.0
opaque_01,0.6,0,formulas,G,H,H,cdt,60.0,100.0,0.8,0.0022827749119082143,0.9977172250880918,-6.080078125,0.0,1.0
opaque_01,0.6,0,numeric_evs,G,H,H,cdt,60.0,100.0,0.8,0.007232763803479049,0.992767236196521,-4.921875,0.0,1.0
opaque_01,0.6,0,comparison,G,H,H,cdt,60.0,100.0,0.8,0.002889581017773627,0.9971104189822264,-5.84375,0.0,1.0
opaque_01,0.6,0,full,G,H,H,cdt,60.0,100.0,0.8,0.0062899021368924835,0.9937100978631075,-5.0625,0.0,1.0
opaque_01,0.7,0,none,V,U,U,cdt,70.0,90.0,0.8,1.3420013504783409e-05,0.9999865799864952,-11.21875,0.0,1.0
