item_id,p,repeat,variant,action,phrasing,onebox_label,credence_full,margin,is_degenerate,raw
opaque_00,0.5,0,outcome,major_alone,report,S,0.9875683491468141,4.375,False,
opaque_00,0.5,0,outcome,major_alone,revealed,S,0.991422514586288,4.75,False,
opaque_00,0.5,0,outcome,major_alone,observer,S,0.998498817743263,6.5,False,
opaque_00,0.5,0,outcome,both,report,S,0.6513548646660542,0.625,False,
opaque_00,0.5,0,outcome,both,revealed,S,0.9706877692486436,3.5,False,
opaque_00,0.5,0,outcome,both,observer,S,0.9770226300899744,3.75,False,
opaque_00,0.5,0,prediction,major_alone,report,S,0.9902915235185259,4.625,False,
opaque_00,0.5,0,prediction,major_alone,revealed,S,0.9953904278206259,5.375,False,
opaque_00,0.5,0,prediction,major_alone,observer,S,0.9924227587321393,4.875,False,
opaque_00,0.5,0,prediction,both,report,S,0.8807970779778823,2.0,False,
opaque_00,0.5,0,prediction,both,revealed,S,0.8175744761936437,1.5,False,
opaque_00,0.5,0,prediction,both,observer,S,0.29421497216298875,-0.875,False,
opaque_00,0.5,0,direct,major_alone,direct,S,0.5,,False,50
opaque_00,0.5,0,direct,both,direct,S,0.5,,False,0.5
opaque_00,0.6,0,outcome,major_alone,report,K,0.9924227587321393,4.875,False,
opaque_00,0.6,0,outcome,major_alone,revealed,K,0.9964063974185798,5.625,False,
opaque_00,0.6,0,outcome,major_alone,observer,K,0.9989677689632452,6.875,False,
opaque_00,0.6,0,outcome,both,report,K,0.8354835371034369,1.625,False,
opaque_00,0.6,0,outcome,both,revealed,K,0.9669140216112958,3.375,False,
opaque_00,0.6,0,outcome,both,observer,K,0.9740426428022031,3.625,False,
opaque_00,0.6,0,prediction,major_alone,report,K,0.991422514586288,4.75,False,
opaque_00,0.6,0,prediction,major_alone,revealed,K,0.991422514586288,4.75,False,
opaque_00,0.6,0,prediction,major_alone,observer,K,0.9947798743064417,5.25,False,
opaque_00,0.6,0,prediction,both,report,K,0.8670357598021706,1.875,False,
opaque_00,0.6,0,prediction,both,revealed,K,0.7310585786300049,1.0,False,
opaque_00,0.6,0,prediction,both,observer,K,0.37754066879814546,-0.5,False,
opaque_00,0.6,0,direct,major_alone,direct,K,0.6,,False,0.6
opaque_00,0.6,0,direct,both,direct,K,0.4,,False,40
opaque_00,0.7,0,outcome,major_alone,report,M,0.9940889311437562,5.125,False,
opaque_00,0.7,0,outcome,major_alone,revealed,M,0.9968273171575148,5.75,False,
opaque_00,0.7,0,outcome,major_alone,observer,M,0.9992903296008995,7.25,False,
opaque_00,0.7,0,outcome,both,report,M,0.9149009549929797,2.375,False,
opaque_00,0.7,0,outcome,both,revealed,M,0.9579122720843811,3.125,False,
opaque_00,0.7,0,outcome,both,observer,M,0.9902915235185259,4.625,False,
opaque_00,0.7,0,prediction,major_alone,report,M,0.9947798743064417,5.25,False,
