variant,p,cred_full_major_alone_mean,cred_full_both_mean,gap_mean,gap_se,ref_2pm1,phrasing_sd_mean,sum_check_mean,is_degenerate,n_items,gap_adj_mean
direct,0.5,0.6300000000000001,0.5,0.13,0.04707217302912848,0.0,0.0,1.1300000000000001,False,20,0.0
direct,0.6,0.59,0.4000000000000001,0.19,0.009999999999999998,0.19999999999999996,0.0,0.99,False,20,0.06
direct,0.7,0.6999999999999998,0.29999999999999993,0.4,1.273513149771875e-17,0.3999999999999999,0.0,1.0,False,20,0.27
direct,0.75,0.755,0.25,0.505,0.0034412360080584292,0.5,0.0,1.0050000000000001,False,20,0.375
direct,0.8,0.8000000000000002,0.20000000000000004,0.6,2.54702629954375e-17,0.6000000000000001,0.0,1.0,False,20,0.47
direct,0.85,0.85,0.22000000000000003,0.6299999999999998,0.04817730411281797,0.7,0.0,1.0699999999999998,False,20,0.4999999999999998
direct,0.9,0.8924999999999998,0.1325,0.7600000000000001,0.023112994750048934,0.8,0.0,1.025,False,20,0.6300000000000001
direct,0.99,0.9909999999999999,0.899,0.092,0.04651881339845203,0.98,0.0,1.89,False,20,-0.038000000000000006
prediction,0.5,0.9122820986700223,0.09833444012707167,0.8139476585429506,0.019437076171019224,0.0,0.0748924683838286,1.0106165387970938,False,20,0.0
prediction,0.6,0.8925718989128463,0.06525086674164558,0.8273210321712007,0.033449796372202356,0.19999999999999996,0.065819316958888,0.957822765654492,False,20,0.013373373628250085
prediction,0.7,0.918116900762235,0.06581427056532957,0.8523026301969054,0.02264928190043248,0.3999999999999999,0.06283839006856634,0.9839311713275644,False,20,0.03835497165395485
prediction,0.75,0.9126109667956429,0.07296143421452184,0.8396495325811211,0.02200368670489453,0.5,0.07413189732812481,0.9855724010101644,False,20,0.02570187403817048
prediction,0.8,0.9303518349212878,0.056762708660937924,0.8735891262603497,0.014533143211589055,0.6000000000000001,0.0549410266015243,0.9871145435822255,False,20,0.05964146771739909
prediction,0.85,0.9116352251712488,0.06650424518299297,0.8451309799882558,0.03079590917062504,0.7,0.06221847928807309,0.9781394703542418,False,20,0.031183321445305223
prediction,0.9,0.9352130996899983,0.05074941146737966,0.8844636882226187,0.0158855700230998,0.8,0.049264207007521724,0.9859625111573779,False,20,0.07051602967966808
prediction,0.99,0.9350011582669984,0.04843801217273109,0.8865631460942673,0.02181675761803494,0.98,0.04966328178969761,0.9834391704397293,False,20,0.07261548755131675
