item_id,p,repeat,variant,action,phrasing,onebox_label,credence_full,margin,is_degenerate,raw
opaque_00,0.5,0,outcome,major_alone,report,S,0.999981074851754,10.875,False,
opaque_00,0.5,0,outcome,major_alone,revealed,S,0.9947798743064417,5.25,False,
opaque_00,0.5,0,outcome,major_alone,observer,S,0.9902915235185259,4.625,False,
opaque_00,0.5,0,outcome,both,report,S,0.5312093733737563,0.125,False,
opaque_00,0.5,0,outcome,both,revealed,S,0.5312093733737563,0.125,False,
opaque_00,0.5,0,outcome,both,observer,S,0.9399133498259924,2.75,False,
opaque_00,0.5,0,prediction,major_alone,report,S,0.9867771782476948,4.3125,False,
opaque_00,0.5,0,prediction,major_alone,revealed,S,0.9669140216112958,3.375,False,
opaque_00,0.5,0,prediction,major_alone,observer,S,0.9399133498259924,2.75,False,
opaque_00,0.5,0,prediction,both,report,S,0.9099070060380482,2.3125,False,
opaque_00,0.5,0,prediction,both,revealed,S,0.4073334000459302,-0.375,False,
opaque_00,0.5,0,prediction,both,observer,S,0.6076631698328917,0.4375,False,
opaque_00,0.5,0,direct,major_alone,direct,S,0.5,,False,50
opaque_00,0.5,0,direct,both,direct,S,0.5,,False,50
opaque_00,0.6,0,outcome,major_alone,report,K,0.999988521231873,11.375,False,
opaque_00,0.6,0,outcome,major_alone,revealed,K,0.995929862284104,5.5,False,
opaque_00,0.6,0,outcome,major_alone,observer,K,0.9924227587321393,4.875,False,
opaque_00,0.6,0,outcome,both,report,K,0.7549149868676283,1.125,False,
opaque_00,0.6,0,outcome,both,revealed,K,0.679178699175393,0.75,False,
opaque_00,0.6,0,outcome,both,observer,K,0.9626731126558706,3.25,False,
opaque_00,0.6,0,prediction,major_alone,report,K,0.9755769099458929,3.6875,False,
opaque_00,0.6,0,prediction,major_alone,revealed,K,0.9525741268224334,3.0,False,
opaque_00,0.6,0,prediction,major_alone,observer,K,0.9465966702001757,2.875,False,
opaque_00,0.6,0,prediction,both,report,K,0.9149009549929797,2.375,False,
opaque_00,0.6,0,prediction,both,revealed,K,0.4073334000459302,-0.375,False,
opaque_00,0.6,0,prediction,both,observer,K,0.5467381519846138,0.1875,False,
opaque_00,0.6,0,direct,major_alone,direct,K,0.6,,False,60
opaque_00,0.6,0,direct,both,direct,K,0.4,,False,40
opaque_00,0.7,0,outcome,major_alone,report,M,0.9999967112509346,12.625,False,
opaque_00,0.7,0,outcome,major_alone,revealed,M,0.9982992775885648,6.375,False,
opaque_00,0.7,0,outcome,major_alone,observer,M,0.9971990730328789,5.875,False,
opaque_00,0.7,0,outcome,both,report,M,0.4378234991142019,-0.25,False,
opaque_00,0.7,0,outcome,both,revealed,M,0.34864513533394575,-0.625,False,
opaque_00,0.7,0,outcome,both,observer,M,0.9324533088603709,2.625,False,
opaque_00,0.7,0,prediction,major_alone,report,M,0.9859363729567544,4.25,False,
opaque_00,0.7,0,prediction,major_alone,revealed,M,0.9724147177732099,3.5625,False,
opaque_00,0.7,0,prediction,major_alone,observer,M,0.9362850057480346,2.6875,False,
opaque_00,0.7,0,prediction,both,report,M,0.6926419831347361,0.8125,False,
opaque_00,0.7,0,prediction,both,revealed,M,0.0675466911396291,-2.625,False,
opaque_00,0.7,0,prediction,both,observer,M,0.34864513533394575,-0.625,False,
opaque_00,0.7,0,direct,major_alone,direct,M,0.7,,False,70
opaque_00,0.7,0,direct,both,direct,M,0.3,,False,30
opaque_00,0.75,0,outcome,major_alone,report,P,0.999998629042793,13.5,False,
opaque_00,0.75,0,outcome,major_alone,revealed,P,0.9980732653366725,6.25,False,
opaque_00,0.75,0,outcome,major_alone,observer,P,0.9971990730328789,5.875,False,
opaque_00,0.75,0,outcome,both,report,P,0.4378234991142019,-0.25,False,
opaque_00,0.75,0,outcome,both,revealed,P,0.2689414213699951,-1.0,False,
opaque_00,0.75,0,outcome,both,observer,P,0.7981867777396212,1.375,False,
opaque_00,0.75,0,prediction,major_alone,report,P,0.9947798743064417,5.25,False,
opaque_00,0.75,0,prediction,major_alone,revealed,P,0.9770226300899744,3.75,False,
opaque_00,0.75,0,prediction,major_alone,observer,P,0.9669140216112958,3.375,False,
opaque_00,0.75,0,prediction,both,report,P,0.8872045937171068,2.0625,False,
opaque_00,0.75,0,prediction,both,revealed,P,0.13296424019782924,-1.875,False,
opaque_00,0.75,0,prediction,both,observer,P,0.22270013882530884,-1.25,False,
opaque_00,0.75,0,direct,major_alone,direct,P,0.75,,False,75
opaque_00,0.75,0,direct,both,direct,P,0.25,,False,25
opaque_00,0.8,0,outcome,major_alone,report,V,0.9999982396567868,13.25,False,
opaque_00,0.8,0,outcome,major_alone,revealed,V,0.998498817743263,6.5,False,
opaque_00,0.8,0,outcome,major_alone,observer,V,0.9980732653366725,6.25,False,
opaque_00,0.8,0,outcome,both,report,V,0.5,0.0,False,
opaque_00,0.8,0,outcome,both,revealed,V,0.5,0.0,False,
opaque_00,0.8,0,outcome,both,observer,V,0.9579122720843811,3.125,False,
opaque_00,0.8,0,prediction,major_alone,report,V,0.9956684979794361,5.4375,False,
opaque_00,0.8,0,prediction,major_alone,revealed,V,0.9808759632491112,3.9375,False,
opaque_00,0.8,0,prediction,major_alone,observer,V,0.9706877692486436,3.5,False,
opaque_00,0.8,0,prediction,both,report,V,0.679178699175393,0.75,False,
opaque_00,0.8,0,prediction,both,revealed,V,0.07585818002124356,-2.5,False,
opaque_00,0.8,0,prediction,both,observer,V,0.33458944125318596,-0.6875,False,
opaque_00,0.8,0,direct,major_alone,direct,V,0.8,,False,80
opaque_00,0.8,0,direct,both,direct,V,0.2,,False,20
opaque_00,0.85,0,outcome,major_alone,report,V,0.9999930377437499,11.875,False,
opaque_00,0.85,0,outcome,major_alone,revealed,V,0.995929862284104,5.5,False,
opaque_00,0.85,0,outcome,major_alone,observer,V,0.9902915235185259,4.625,False,
opaque_00,0.85,0,outcome,both,report,V,0.679178699175393,0.75,False,
opaque_00,0.85,0,outcome,both,revealed,V,0.6224593312018546,0.5,False,
opaque_00,0.85,0,outcome,both,observer,V,0.9465966702001757,2.875,False,
opaque_00,0.85,0,prediction,major_alone,report,V,0.9919380084717284,4.8125,False,
opaque_00,0.85,0,prediction,major_alone,revealed,V,0.9740426428022031,3.625,False,
opaque_00,0.85,0,prediction,major_alone,observer,V,0.9525741268224334,3.0,False,
opaque_00,0.85,0,prediction,both,report,V,0.9465966702001757,2.875,False,
opaque_00,0.85,0,prediction,both,revealed,V,0.5621765008857981,0.25,False,
opaque_00,0.85,0,prediction,both,observer,V,0.5621765008857981,0.25,False,
opaque_00,0.85,0,direct,major_alone,direct,V,0.85,,False,85
opaque_00,0.85,0,direct,both,direct,V,0.15,,False,15
opaque_00,0.9,0,outcome,major_alone,report,B,0.999997739675702,13.0,False,
opaque_00,0.9,0,outcome,major_alone,revealed,B,0.9991959140643708,7.125,False,
opaque_00,0.9,0,outcome,major_alone,observer,B,0.9980732653366725,6.25,False,
opaque_00,0.9,0,outcome,both,report,B,0.29421497216298875,-0.875,False,
opaque_00,0.9,0,outcome,both,revealed,B,0.34864513533394575,-0.625,False,
opaque_00,0.9,0,outcome,both,observer,B,0.9149009549929797,2.375,False,
opaque_00,0.9,0,prediction,major_alone,report,B,0.995929862284104,5.5,False,
opaque_00,0.9,0,prediction,major_alone,revealed,B,0.9669140216112958,3.375,False,
opaque_00,0.9,0,prediction,major_alone,observer,B,0.9724147177732099,3.5625,False,
opaque_00,0.9,0,prediction,both,report,B,0.8438951025545426,1.6875,False,
opaque_00,0.9,0,prediction,both,revealed,B,0.18242552380635632,-1.5,False,
opaque_00,0.9,0,prediction,both,observer,B,0.5467381519846138,0.1875,False,
opaque_00,0.9,0,direct,major_alone,direct,B,0.9,,False,90
opaque_00,0.9,0,direct,both,direct,B,0.1,,False,10%
opaque_00,0.99,0,outcome,major_alone,report,T,0.9999898700090192,11.5,False,
opaque_00,0.99,0,outcome,major_alone,revealed,T,0.9968273171575148,5.75,False,
opaque_00,0.99,0,outcome,major_alone,observer,T,0.991422514586288,4.75,False,
opaque_00,0.99,0,outcome,both,report,T,0.5621765008857981,0.25,False,
opaque_00,0.99,0,outcome,both,revealed,T,0.6513548646660542,0.625,False,
opaque_00,0.99,0,outcome,both,observer,T,0.9465966702001757,2.875,False,
opaque_00,0.99,0,prediction,major_alone,report,T,0.991422514586288,4.75,False,
opaque_00,0.99,0,prediction,major_alone,revealed,T,0.9669140216112958,3.375,False,
opaque_00,0.99,0,prediction,major_alone,observer,T,0.9688561694652216,3.4375,False,
opaque_00,0.99,0,prediction,both,report,T,0.9579122720843811,3.125,False,
opaque_00,0.99,0,prediction,both,revealed,T,0.4073334000459302,-0.375,False,
opaque_00,0.99,0,prediction,both,observer,T,0.6076631698328917,0.4375,False,
opaque_00,0.99,0,direct,major_alone,direct,T,0.99,,False,99
opaque_00,0.99,0,direct,both,direct,T,1.0,,False,1%
opaque_01,0.5,0,outcome,major_alone,report,L,0.9999998144608981,15.5,False,
opaque_01,0.5,0,outcome,major_alone,revealed,L,0.9999339478551454,9.625,False,
opaque_01,0.5,0,outcome,major_alone,observer,L,0.9999339478551454,9.625,False,
opaque_01,0.5,0,outcome,both,report,L,0.32082130082460697,-0.75,False,
opaque_01,0.5,0,outcome,both,revealed,L,0.9149009549929797,2.375,False,
opaque_01,0.5,0,outcome,both,observer,L,0.991422514586288,4.75,False,
opaque_01,0.5,0,prediction,major_alone,report,L,0.9896718474806949,4.5625,False,
opaque_01,0.5,0,prediction,major_alone,revealed,L,0.9859363729567544,4.25,False,
opaque_01,0.5,0,prediction,major_alone,observer,L,0.9525741268224334,3.0,False,
opaque_01,0.5,0,prediction,both,report,L,0.4378234991142019,-0.25,False,
opaque_01,0.5,0,prediction,both,revealed,L,0.5621765008857981,0.25,False,
opaque_01,0.5,0,prediction,both,observer,L,0.33458944125318596,-0.6875,False,
opaque_01,0.5,0,direct,major_alone,direct,L,0.5,,False,50
opaque_01,0.5,0,direct,both,direct,L,0.5,,False,50
opaque_01,0.6,0,outcome,major_alone,report,G,0.999999694097773,15.0,False,
opaque_01,0.6,0,outcome,major_alone,revealed,G,0.9998911030899734,9.125,False,
opaque_01,0.6,0,outcome,major_alone,observer,G,0.9998911030899734,9.125,False,
opaque_01,0.6,0,outcome,both,report,G,0.24508501313237172,-1.125,False,
opaque_01,0.6,0,outcome,both,revealed,G,0.9046505351008906,2.25,False,
opaque_01,0.6,0,outcome,both,observer,G,0.991422514586288,4.75,False,
opaque_01,0.6,0,prediction,major_alone,report,G,0.994445075296309,5.1875,False,
opaque_01,0.6,0,prediction,major_alone,revealed,G,0.9770226300899744,3.75,False,
opaque_01,0.6,0,prediction,major_alone,observer,G,0.9724147177732099,3.5625,False,
opaque_01,0.6,0,prediction,both,report,G,0.7879311956428947,1.3125,False,
opaque_01,0.6,0,prediction,both,revealed,G,0.5774953651858118,0.3125,False,
opaque_01,0.6,0,prediction,both,observer,G,0.7185943925708561,0.9375,False,
opaque_01,0.6,0,direct,major_alone,direct,G,0.6,,False,60
opaque_01,0.6,0,direct,both,direct,G,0.6,,False,60
opaque_01,0.7,0,outcome,major_alone,report,V,0.999999789756659,15.375,False,
opaque_01,0.7,0,outcome,major_alone,revealed,V,0.9997965730219448,8.5,False,
opaque_01,0.7,0,outcome,major_alone,observer,V,0.9999038975845005,9.25,False,
opaque_01,0.7,0,outcome,both,report,V,0.29421497216298875,-0.875,False,
opaque_01,0.7,0,outcome,both,revealed,V,0.8670357598021706,1.875,False,
opaque_01,0.7,0,outcome,both,observer,V,0.9924227587321393,4.875,False,
opaque_01,0.7,0,prediction,major_alone,report,V,0.9982992775885648,6.375,False,
opaque_01,0.7,0,prediction,major_alone,revealed,V,0.9755769099458929,3.6875,False,
opaque_01,0.7,0,prediction,major_alone,observer,V,0.9820137900379085,4.0,False,
opaque_01,0.7,0,prediction,both,report,V,0.29421497216298875,-0.875,False,
opaque_01,0.7,0,prediction,both,revealed,V,0.23370635691404026,-1.1875,False,
opaque_01,0.7,0,prediction,both,observer,V,0.19193278644723683,-1.4375,False,
opaque_01,0.7,0,direct,major_alone,direct,V,0.7,,False,70
opaque_01,0.7,0,direct,both,direct,V,0.3,,False,30
opaque_01,0.75,0,outcome,major_alone,report,Y,0.9999930377437499,11.875,False,
opaque_01,0.75,0,outcome,major_alone,revealed,Y,0.9986749775827868,6.625,False,
opaque_01,0.75,0,outcome,major_alone,observer,Y,0.9993736658418905,7.375,False,
opaque_01,0.75,0,outcome,both,report,Y,0.5621765008857981,0.25,False,
opaque_01,0.75,0,outcome,both,revealed,Y,0.9626731126558706,3.25,False,
opaque_01,0.75,0,outcome,both,observer,Y,0.9933071490757153,5.0,False,
opaque_01,0.75,0,prediction,major_alone,report,Y,0.9937100978631075,5.0625,False,
opaque_01,0.75,0,prediction,major_alone,revealed,Y,0.9579122720843811,3.125,False,
opaque_01,0.75,0,prediction,major_alone,observer,Y,0.8933094060543487,2.125,False,
opaque_01,0.75,0,prediction,both,report,Y,0.7549149868676283,1.125,False,
opaque_01,0.75,0,prediction,both,revealed,Y,0.7772998611746911,1.25,False,
opaque_01,0.75,0,prediction,both,observer,Y,0.34864513533394575,-0.625,False,
opaque_01,0.75,0,direct,major_alone,direct,Y,0.75,,False,75%
opaque_01,0.75,0,direct,both,direct,Y,0.25,,False,25
opaque_01,0.8,0,outcome,major_alone,report,Q,0.9999991684719722,14.0,False,
opaque_01,0.8,0,outcome,major_alone,revealed,Q,0.9997694932780068,8.375,False,
opaque_01,0.8,0,outcome,major_alone,observer,Q,0.9999599363077709,10.125,False,
opaque_01,0.8,0,outcome,both,report,Q,0.11920292202211755,-2.0,False,
opaque_01,0.8,0,outcome,both,revealed,Q,0.8175744761936437,1.5,False,
opaque_01,0.8,0,outcome,both,observer,Q,0.9924227587321393,4.875,False,
opaque_01,0.8,0,prediction,major_alone,report,Q,0.9991440993632549,7.0625,False,
opaque_01,0.8,0,prediction,major_alone,revealed,Q,0.9867771782476948,4.3125,False,
opaque_01,0.8,0,prediction,major_alone,observer,Q,0.9840936082881853,4.125,False,
opaque_01,0.8,0,prediction,both,report,Q,0.08509904500702024,-2.375,False,
opaque_01,0.8,0,prediction,both,revealed,Q,0.033085978388704126,-3.375,False,
opaque_01,0.8,0,prediction,both,observer,Q,0.34864513533394575,-0.625,False,
opaque_01,0.8,0,direct,major_alone,direct,Q,0.8,,False,80
opaque_01,0.8,0,direct,both,direct,Q,0.2,,False,20
opaque_01,0.85,0,outcome,major_alone,report,B,0.9999998362623136,15.625,False,
opaque_01,0.85,0,outcome,major_alone,revealed,B,0.9998601779243528,8.875,False,
opaque_01,0.85,0,outcome,major_alone,observer,B,0.9999251537724895,9.5,False,
opaque_01,0.85,0,outcome,both,report,B,0.02297736991002561,-3.75,False,
opaque_01,0.85,0,outcome,both,revealed,B,0.8175744761936437,1.5,False,
opaque_01,0.85,0,outcome,both,observer,B,0.9770226300899744,3.75,False,
